foglio,particella,national_ref,rights,genova_particella,displayed_in_current_focus_foglio_13
1,3,H833_000100.3,Comproprietà,3,False
1,4,H833_000100.4,Livellario,4,False
1,11,H833_000100.11,Proprietà 1/1,11,False
1,12,H833_000100.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
1,13,H833_000100.13,Proprietà 1/1,13,False
1,18,H833_000100.18,Proprietà 1/1,18,False
1,24,H833_000100.24,Proprietà 1/1,24,False
1,25,H833_000100.25,Proprietà 1/1,25,False
1,28,H833_000100.28,Nuda Proprietà e Usufrutto 1/1,28,False
1,31,H833_000100.31,Comproprietà,31,False
1,37,H833_000100.37,Proprietà 1/1,37,False
1,44,H833_000100.44,Proprietà 1/1,44,False
1,45,H833_000100.45,Nuda Proprietà e Usufrutto 1/1,45,False
1,52,H833_000100.52,Proprietà 1/1,52,False
1,62,H833_000100.62,Nuda Proprietà e Usufrutto 1/1,62,False
1,74,H833_000100.74,Livellario e Usufrutto generale di livello,74,False
1,78,H833_000100.78,Proprietà 1/1 (Fabbricato),78,False
1,88,H833_000100.88,Proprietà 1/1,88,False
1,103,H833_000100.103,Proprietà 1/1,103,False
1,107,H833_000100.107,Proprietà 1/1,107,False
1,111,H833_000100.111,Proprietà 1/1,111,False
1,115,H833_000100.115,Proprietà 1/1,115,False
1,130,H833_000100.130,Proprietà 1/1,130,False
1,131,H833_000100.131,Proprietà 1/1,131,False
1,134,H833_000100.134,Proprietà 1/1,134,False
1,135,H833_000100.135,Proprietà 1/1,135,False
1,136,H833_000100.136,Proprietà 1/1,136,False
1,138,H833_000100.138,Proprietà 1/1,138,False
1,139,H833_000100.139,Proprietà 1/1,139,False
1,140,H833_000100.140,Proprietà 1/1,140,False
1,141,H833_000100.141,Nuda Proprietà e Usufrutto 1/1,141,False
1,145,H833_000100.145,Nuda Proprietà e Usufrutto 1/1,145,False
1,146,H833_000100.146,Proprietà 1/1,146,False
1,147,H833_000100.147,Proprietà 1/1,147,False
1,149,H833_000100.149,Nuda Proprietà e Usufrutto 1/1,149,False
1,150,H833_000100.150,Proprietà 1/1,150,False
1,151,H833_000100.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
1,152,H833_000100.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
1,153,H833_000100.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
1,154,H833_000100.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
1,155,H833_000100.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
1,156,H833_000100.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
1,157,H833_000100.157,Proprietà 1/1,157,False
1,159,H833_000100.159,Proprietà 1/1,159,False
1,162,H833_000100.162,Proprietà 1/1,162,False
1,164,H833_000100.164,Proprietà 1/1,164,False
10,3,H833_001000.3,Comproprietà,3,False
10,4,H833_001000.4,Livellario,4,False
10,11,H833_001000.11,Proprietà 1/1,11,False
10,12,H833_001000.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
10,13,H833_001000.13,Proprietà 1/1,13,False
10,18,H833_001000.18,Proprietà 1/1,18,False
10,24,H833_001000.24,Proprietà 1/1,24,False
10,25,H833_001000.25,Proprietà 1/1,25,False
10,28,H833_001000.28,Nuda Proprietà e Usufrutto 1/1,28,False
10,31,H833_001000.31,Comproprietà,31,False
10,37,H833_001000.37,Proprietà 1/1,37,False
10,44,H833_001000.44,Proprietà 1/1,44,False
10,45,H833_001000.45,Nuda Proprietà e Usufrutto 1/1,45,False
10,48,H833_001000.48,Proprietà 1/1,48,False
10,52,H833_001000.52,Proprietà 1/1,52,False
10,62,H833_001000.62,Nuda Proprietà e Usufrutto 1/1,62,False
10,74,H833_001000.74,Livellario e Usufrutto generale di livello,74,False
10,78,H833_001000.78,Proprietà 1/1 (Fabbricato),78,False
10,88,H833_001000.88,Proprietà 1/1,88,False
10,103,H833_001000.103,Proprietà 1/1,103,False
10,107,H833_001000.107,Proprietà 1/1,107,False
10,111,H833_001000.111,Proprietà 1/1,111,False
10,115,H833_001000.115,Proprietà 1/1,115,False
10,130,H833_001000.130,Proprietà 1/1,130,False
10,131,H833_001000.131,Proprietà 1/1,131,False
10,134,H833_001000.134,Proprietà 1/1,134,False
10,135,H833_001000.135,Proprietà 1/1,135,False
10,136,H833_001000.136,Proprietà 1/1,136,False
10,138,H833_001000.138,Proprietà 1/1,138,False
10,139,H833_001000.139,Proprietà 1/1,139,False
10,140,H833_001000.140,Proprietà 1/1,140,False
10,141,H833_001000.141,Nuda Proprietà e Usufrutto 1/1,141,False
10,145,H833_001000.145,Nuda Proprietà e Usufrutto 1/1,145,False
10,146,H833_001000.146,Proprietà 1/1,146,False
10,147,H833_001000.147,Proprietà 1/1,147,False
10,148,H833_001000.148,Proprietà 1/1,148,False
10,149,H833_001000.149,Nuda Proprietà e Usufrutto 1/1,149,False
10,150,H833_001000.150,Proprietà 1/1,150,False
10,151,H833_001000.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
10,152,H833_001000.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
10,153,H833_001000.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
10,154,H833_001000.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
10,155,H833_001000.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
10,156,H833_001000.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
10,157,H833_001000.157,Proprietà 1/1,157,False
10,159,H833_001000.159,Proprietà 1/1,159,False
10,161,H833_001000.161,Proprietà 1/1,161,False
10,162,H833_001000.162,Proprietà 1/1,162,False
10,164,H833_001000.164,Proprietà 1/1,164,False
10,192,H833_001000.192,Proprietà 1/1,192,False
10,195,H833_001000.195,Proprietà 1/1,195,False
10,200,H833_001000.200,Comproprietà,200,False
10,201,H833_001000.201,Comproprietà,201,False
10,202,H833_001000.202,Comproprietà,202,False
10,203,H833_001000.203,Comproprietà,203,False
10,204,H833_001000.204,Comproprietà,204,False
10,205,H833_001000.205,Comproprietà,205,False
10,207,H833_001000.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
10,212,H833_001000.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
10,232,H833_001000.232,Comproprietà,232,False
10,244,H833_001000.244,Comproprietà,244,False
10,281,H833_001000.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
10,314,H833_001000.314,Proprietà 1/1,314,False
10,343,H833_001000.343,Proprietà 1/1,343,False
10,374,H833_001000.374,Proprietà 1/1 (Fabbricato),374,False
10,427,H833_001000.427,Proprietà 1/1,427,False
10,436,H833_001000.436,Proprietà 1/1,436,False
10,438,H833_001000.438,Proprietà 1/1,438,False
10,457,H833_001000.457,Proprietà 1/1,457,False
10,458,H833_001000.458,Nuda Proprietà e Usufrutto 1/1,458,False
10,460,H833_001000.460,Proprietà 1/1,460,False
10,500,H833_001000.500,Proprietà 1/2,500,False
10,501,H833_001000.501,Proprietà 1/2,501,False
10,502,H833_001000.502,Proprietà 1/2,502,False
10,575,H833_001000.575,Proprietà 1/1,575,False
10,576,H833_001000.576,Proprietà 1/1,576,False
10,582,H833_001000.582,Proprietà 1/1 (Fabbricato),582,False
10,594,H833_001000.594,Proprietà 1/1,594,False
10,595,H833_001000.595,Proprietà 1/1,595,False
10,597,H833_001000.597,Famiglia Genova — diritto specifico da verificare,597,False
10,598,H833_001000.598,Famiglia Genova — diritto specifico da verificare,598,False
10,600,H833_001000.600,Proprietà 1/1,600,False
10,601,H833_001000.601,Proprietà 1/1,601,False
10,639,H833_001000.639,Proprietà 1/1,639,False
10,647,H833_001000.647,Proprietà 1/1,647,False
10,649,H833_001000.649,Proprietà 1/1,649,False
10,664,H833_001000.664,Nuda Proprietà e Usufrutto 1/1,664,False
10,667,H833_001000.667,Proprietà 1/1,667,False
10,685,H833_001000.685,Proprietà 1/1,685,False
10,700,H833_001000.700,Proprietà 1/1,700,False
10,704,H833_001000.704,Proprietà 1/1,704,False
10,736,H833_001000.736,Proprietà 1/1,736,False
10,738,H833_001000.738,Proprietà 1/1,738,False
10,739,H833_001000.739,Proprietà 1/1,739,False
10,742,H833_001000.742,Proprietà 1/1,742,False
10,743,H833_001000.743,Proprietà 1/1,743,False
10,745,H833_001000.745,Proprietà 1/1,745,False
10,754,H833_001000.754,Proprietà 1/1,754,False
10,756,H833_001000.756,Ciascuno per i propri diritti (Quota indefinita con terzi),756,False
10,768,H833_001000.768,Proprietà 1/1,768,False
10,769,H833_001000.769,Proprietà 1/1,769,False
10,778,H833_001000.778,Proprietà 1/1,778,False
10,779,H833_001000.779,Proprietà 1/1,779,False
10,786,H833_001000.786,Nuda Proprietà e Usufrutto 1/1,786,False
10,787,H833_001000.787,Nuda Proprietà e Usufrutto 1/1,787,False
10,788,H833_001000.788,Nuda Proprietà e Usufrutto 1/1,788,False
10,821,H833_001000.821,Nuda Proprietà e Usufrutto 1/1,821,False
10,853,H833_001000.853,Proprietà 1/1,853,False
11,3,H833_001100.3,Comproprietà,3,False
11,4,H833_001100.4,Livellario,4,False
11,11,H833_001100.11,Proprietà 1/1,11,False
11,12,H833_001100.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
11,13,H833_001100.13,Proprietà 1/1,13,False
11,18,H833_001100.18,Proprietà 1/1,18,False
11,24,H833_001100.24,Proprietà 1/1,24,False
11,25,H833_001100.25,Proprietà 1/1,25,False
11,28,H833_001100.28,Nuda Proprietà e Usufrutto 1/1,28,False
11,31,H833_001100.31,Comproprietà,31,False
11,37,H833_001100.37,Proprietà 1/1,37,False
11,44,H833_001100.44,Proprietà 1/1,44,False
11,45,H833_001100.45,Nuda Proprietà e Usufrutto 1/1,45,False
11,48,H833_001100.48,Proprietà 1/1,48,False
11,52,H833_001100.52,Proprietà 1/1,52,False
11,62,H833_001100.62,Nuda Proprietà e Usufrutto 1/1,62,False
11,74,H833_001100.74,Livellario e Usufrutto generale di livello,74,False
11,78,H833_001100.78,Proprietà 1/1 (Fabbricato),78,False
11,88,H833_001100.88,Proprietà 1/1,88,False
11,103,H833_001100.103,Proprietà 1/1,103,False
11,107,H833_001100.107,Proprietà 1/1,107,False
11,111,H833_001100.111,Proprietà 1/1,111,False
11,115,H833_001100.115,Proprietà 1/1,115,False
11,130,H833_001100.130,Proprietà 1/1,130,False
11,131,H833_001100.131,Proprietà 1/1,131,False
11,134,H833_001100.134,Proprietà 1/1,134,False
11,135,H833_001100.135,Proprietà 1/1,135,False
11,136,H833_001100.136,Proprietà 1/1,136,False
11,138,H833_001100.138,Proprietà 1/1,138,False
11,139,H833_001100.139,Proprietà 1/1,139,False
11,140,H833_001100.140,Proprietà 1/1,140,False
11,141,H833_001100.141,Nuda Proprietà e Usufrutto 1/1,141,False
11,145,H833_001100.145,Nuda Proprietà e Usufrutto 1/1,145,False
11,146,H833_001100.146,Proprietà 1/1,146,False
11,147,H833_001100.147,Proprietà 1/1,147,False
11,148,H833_001100.148,Proprietà 1/1,148,False
11,149,H833_001100.149,Nuda Proprietà e Usufrutto 1/1,149,False
11,150,H833_001100.150,Proprietà 1/1,150,False
11,151,H833_001100.151,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),151,False
11,152,H833_001100.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
11,153,H833_001100.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
11,154,H833_001100.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
11,155,H833_001100.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
11,156,H833_001100.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
11,157,H833_001100.157,Proprietà 1/1,157,False
11,159,H833_001100.159,Proprietà 1/1,159,False
11,161,H833_001100.161,Proprietà 1/1,161,False
11,162,H833_001100.162,Proprietà 1/1,162,False
11,164,H833_001100.164,Proprietà 1/1,164,False
11,195,H833_001100.195,Proprietà 1/1,195,False
11,200,H833_001100.200,Comproprietà,200,False
11,201,H833_001100.201,Comproprietà,201,False
11,203,H833_001100.203,Comproprietà,203,False
11,204,H833_001100.204,Comproprietà,204,False
11,205,H833_001100.205,Comproprietà,205,False
11,207,H833_001100.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
11,212,H833_001100.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
11,232,H833_001100.232,Comproprietà,232,False
12,3,H833_001200.3,Comproprietà,3,False
12,4,H833_001200.4,Livellario,4,False
12,11,H833_001200.11,Proprietà 1/1,11,False
12,12,H833_001200.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,False
12,13,H833_001200.13,Proprietà 1/1,13,False
12,18,H833_001200.18,Proprietà 1/1,18,False
12,24,H833_001200.24,Proprietà 1/1,24,False
12,25,H833_001200.25,Proprietà 1/1,25,False
12,28,H833_001200.28,Nuda Proprietà e Usufrutto 1/1,28,False
12,31,H833_001200.31,Comproprietà,31,False
12,37,H833_001200.37,Proprietà 1/1,37,False
12,44,H833_001200.44,Proprietà 1/1,44,False
12,45,H833_001200.45,Nuda Proprietà e Usufrutto 1/1,45,False
12,48,H833_001200.48,Proprietà 1/1,48,False
12,52,H833_001200.52,Proprietà 1/1,52,False
12,62,H833_001200.62,Nuda Proprietà e Usufrutto 1/1,62,False
12,74,H833_001200.74,Livellario e Usufrutto generale di livello,74,False
12,78,H833_001200.78,Proprietà 1/1 (Fabbricato),78,False
12,88,H833_001200.88,Proprietà 1/1,88,False
12,103,H833_001200.103,Proprietà 1/1,103,False
12,107,H833_001200.107,Proprietà 1/1,107,False
12,111,H833_001200.111,Proprietà 1/1,111,False
12,115,H833_001200.115,Proprietà 1/1,115,False
12,130,H833_001200.130,Proprietà 1/1,130,False
12,136,H833_001200.136,Proprietà 1/1,136,False
12,138,H833_001200.138,Proprietà 1/1,138,False
12,139,H833_001200.139,Proprietà 1/1,139,False
12,140,H833_001200.140,Proprietà 1/1,140,False
12,145,H833_001200.145,Nuda Proprietà e Usufrutto 1/1,145,False
12,146,H833_001200.146,Proprietà 1/1,146,False
12,147,H833_001200.147,Proprietà 1/1,147,False
12,148,H833_001200.148,Proprietà 1/1,148,False
12,149,H833_001200.149,Nuda Proprietà e Usufrutto 1/1,149,False
12,150,H833_001200.150,Proprietà 1/1,150,False
12,152,H833_001200.152,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),152,False
12,153,H833_001200.153,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),153,False
12,154,H833_001200.154,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),154,False
12,155,H833_001200.155,Nuda Proprietà e Usufrutto 1/1 / Proprietà 1/1 (diritti diversi su fogli catastali diversi),155,False
12,156,H833_001200.156,Proprietà 1/3 e Proprietà 2/3 (Totale 100%) / Proprietà 1/1 (diritti diversi su fogli catastali diversi),156,False
12,157,H833_001200.157,Proprietà 1/1,157,False
12,159,H833_001200.159,Proprietà 1/1,159,False
12,161,H833_001200.161,Proprietà 1/1,161,False
12,162,H833_001200.162,Proprietà 1/1,162,False
12,164,H833_001200.164,Proprietà 1/1,164,False
12,192,H833_001200.192,Proprietà 1/1,192,False
12,195,H833_001200.195,Proprietà 1/1,195,False
12,200,H833_001200.200,Comproprietà,200,False
12,201,H833_001200.201,Comproprietà,201,False
12,202,H833_001200.202,Comproprietà,202,False
12,203,H833_001200.203,Comproprietà,203,False
12,204,H833_001200.204,Comproprietà,204,False
12,205,H833_001200.205,Comproprietà,205,False
12,207,H833_001200.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
12,212,H833_001200.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
12,232,H833_001200.232,Comproprietà,232,False
12,244,H833_001200.244,Comproprietà,244,False
12,281,H833_001200.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
12,343,H833_001200.343,Proprietà 1/1,343,False
12,374,H833_001200.374,Proprietà 1/1 (Fabbricato),374,False
12,427,H833_001200.427,Proprietà 1/1,427,False
12,436,H833_001200.436,Proprietà 1/1,436,False
12,438,H833_001200.438,Proprietà 1/1,438,False
12,457,H833_001200.457,Proprietà 1/1,457,False
12,458,H833_001200.458,Nuda Proprietà e Usufrutto 1/1,458,False
12,460,H833_001200.460,Proprietà 1/1,460,False
12,500,H833_001200.500,Proprietà 1/2,500,False
12,502,H833_001200.502,Proprietà 1/2,502,False
12,575,H833_001200.575,Proprietà 1/1,575,False
12,576,H833_001200.576,Proprietà 1/1,576,False
12,582,H833_001200.582,Proprietà 1/1 (Fabbricato),582,False
12,594,H833_001200.594,Proprietà 1/1,594,False
12,595,H833_001200.595,Proprietà 1/1,595,False
12,597,H833_001200.597,Famiglia Genova — diritto specifico da verificare,597,False
12,598,H833_001200.598,Famiglia Genova — diritto specifico da verificare,598,False
12,600,H833_001200.600,Proprietà 1/1,600,False
12,601,H833_001200.601,Proprietà 1/1,601,False
13,3,H833_001300.3,Comproprietà,3,True
13,4,H833_001300.4,Livellario,4,True
13,11,H833_001300.11,Proprietà 1/1,11,True
13,12,H833_001300.12,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),12,True
13,13,H833_001300.13,Proprietà 1/1,13,True
13,18,H833_001300.18,Proprietà 1/1,18,True
13,24,H833_001300.24,Proprietà 1/1,24,True
13,25,H833_001300.25,Proprietà 1/1,25,True
13,28,H833_001300.28,Nuda Proprietà e Usufrutto 1/1,28,True
13,37,H833_001300.37,Proprietà 1/1,37,True
13,44,H833_001300.44,Proprietà 1/1,44,True
13,111,H833_001300.111,Proprietà 1/1,111,True
13,115,H833_001300.115,Proprietà 1/1,115,True
13,140,H833_001300.140,Proprietà 1/1,140,True
13,145,H833_001300.145,Nuda Proprietà e Usufrutto 1/1,145,True
13,147,H833_001300.147,Proprietà 1/1,147,True
13,438,H833_001300.438,Proprietà 1/1,438,True
13,457,H833_001300.457,Proprietà 1/1,457,True
13,458,H833_001300.458,Nuda Proprietà e Usufrutto 1/1,458,True
13,460,H833_001300.460,Proprietà 1/1,460,True
13,575,H833_001300.575,Proprietà 1/1,575,True
13,576,H833_001300.576,Proprietà 1/1,576,True
13,582,H833_001300.582,Proprietà 1/1 (Fabbricato),582,True
13,594,H833_001300.594,Proprietà 1/1,594,True
13,595,H833_001300.595,Proprietà 1/1,595,True
13,597,H833_001300.597,Famiglia Genova — diritto specifico da verificare,597,True
13,598,H833_001300.598,Famiglia Genova — diritto specifico da verificare,598,True
13,600,H833_001300.600,Proprietà 1/1,600,True
13,601,H833_001300.601,Proprietà 1/1,601,True
13,649,H833_001300.649,Proprietà 1/1,649,True
13,700,H833_001300.700,Proprietà 1/1,700,True
13,704,H833_001300.704,Proprietà 1/1,704,True
13,736,H833_001300.736,Proprietà 1/1,736,True
13,738,H833_001300.738,Proprietà 1/1,738,True
13,739,H833_001300.739,Proprietà 1/1,739,True
13,743,H833_001300.743,Proprietà 1/1,743,True
13,756,H833_001300.756,Ciascuno per i propri diritti (Quota indefinita con terzi),756,True
13,768,H833_001300.768,Proprietà 1/1,768,True
13,769,H833_001300.769,Proprietà 1/1,769,True
13,788,H833_001300.788,Nuda Proprietà e Usufrutto 1/1,788,True
13,853,H833_001300.853,Proprietà 1/1,853,True
13,927,H833_001300.927,Proprietà 1/1,927,True
13,928,H833_001300.928,Proprietà 1/1,928,True
13,929,H833_001300.929,Proprietà 1/1,929,True
13A,78,H833_0013A0.78,Proprietà 1/1 (Fabbricato),78,False
13A,88,H833_0013A0.88,Proprietà 1/1,88,False
13A,103,H833_0013A0.103,Proprietà 1/1,103,False
13A,130,H833_0013A0.130,Proprietà 1/1,130,False
13A,131,H833_0013A0.131,Proprietà 1/1,131,False
